가중치,벤처확인 유형,회사주소_시(도),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,대표이사_이전근무지,대표이사_창업자여부,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 직전 근무지,창업방식,단독창업 여부,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,정규직합계,비정규직합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),인력구성(합계),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_개인투자자,매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),융자(정책)_경험여부,투자액(국내설비),투자액(R&D),투자액(해외),투자액(기타),투자액(합계),스톡옵션상황,등록보유(특허권),등록보유(실용신안권),등록보유(디자인권),등록보유(상표권),등록보유(해외산업재산권),등록보유(합계),출원중(특허권),출원중(실용신안권),출원중(디자인권),출원중(상표권),출원중(해외산업재산권),출원중(합계),제품및서비스구조,기술력수준비교(세계),기술력수준비교(국내),연구개발관련전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병(MnA) 경험여부,인수합병 고려 여부,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_우수인력 확보에 유리,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,실천하고있는사회적책임,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,학력별 인력구성비(고졸이하),총종사자합계,부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_가족,전공과 업종 일치 여부,학력별 인력구성_합계
8.4,2,경기,C26421,2009,4,2,5,6,1,1,2,5,6,3,1.0,3,9,1,15.0,0.0,4.0,6.0,3.0,2.0,0.0,15.0,25.0,17.0,0.0,0.0,1,7,45.0,35.0,0.0,0.0,0.0,30.0,30.0,10.0,30.0,0.0,1.0,40.0,100.0,0.0,0.0,140.0,2,3,0,1,0,0,4,6,0,0,1,0,7,2,4,4,2,5,2,1,0.01,0.0,2,4,2,4,2,1,3,5,8,4,5,5,4,4,4,4,4,5,5,1.0,2,3,3,4,4,4,3,3,3,3,3,3,2,2.0,2,58.0,15.0,61.727,61.832,8.043,270.456,437.401,35.182,9.909,2878.947,36800.0,0.0,20.0,2,100.0
1.842,1,서울,C26421,2007,3,4,5,6,1,1,3,3,6,3,1.0,3,0,2,66.0,0.0,9.0,4.0,8.0,6.0,39.0,66,13.0,81.0,6.0,0.0,3,5,40.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0,220,0.0,0,220,2,4,0,0,0,0,4,0,0,0,0,0,0,1,2,2,1,4,2,1,3.0,0.0,3,5,2,4,2,1,3,5,4,4,4,4,3,4,3,3,4,3,4,7.0,4,3,4,3,4,4,3,2,3,3,3,4,3,4.0,4,0.0,66.0,23.095,81.238,8.711,130.627,160.795,14.007,10.01,18625.0,33830.303,50.0,0.0,1,100.0
2.086,4,경기,C26421,2000,3,2,5,5,1,1,2,3,5,3,1.0,3,0,2,78.0,0.0,10.0,50.0,9.0,7.0,2.0,78.0,12.0,48.0,4.0,0.0,3,5,35.0,0.0,0.0,34.0,0.0,60.0,0.0,0.0,0.0,40.0,2.0,62.0,639.0,0.0,0.0,701.0,2,7,0,0,0,0,7,0,0,0,0,0,0,2,2,2,1,4,2,1,3.0,0.05,2,4,2,4,2,1,2,4,4,4,4,4,3,3,4,4,3,3,4,7.0,3,3,3,3,3,2,3,3,4,3,4,2,4,3.0,3,36.0,78.0,228.244,30.465,1.517,82.393,270.449,4.104,1.659,74.333,17235.897,31.0,0.0,1,100.0
8.4,2,부산,C26421,1999,4,2,5,6,2,1,4,2,6,3,1.0,1,8,2,23.0,0.0,3.0,13.0,2.0,5.0,0.0,23.0,35.0,20.0,8.0,0.0,1,6,36.0,18.0,0.0,22.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,91.0,615.0,0.0,0.0,706.0,2,25,0,0,12,0,37,0,0,0,0,0,0,2,3,3,1,4,2,1,0.1,0.0,3,5,2,4,2,1,2,5,8,4,3,3,3,3,3,3,3,4,3,7.0,4,4,3,3,3,3,3,4,3,3,2,2,2,2.0,2,37.0,23.0,4349.84,2.247,-82.839,53.26,2369.968,-1963.259,-75.775,-845.263,32252.174,24.0,0.0,1,100.0
3.704,2,경기,C26421,2012,2,2,5,5,2,1,3,4,6,3,1.0,1,10,1,40.0,0.0,3.0,5.0,8.0,3.0,29.0,48.0,10.0,10.0,0.0,0.0,3,5,5.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,1.0,91.0,0.0,0.0,0.0,91.0,2,1,1,0,0,0,2,1,0,0,0,0,1,2,4,3,2,4,2,1,5.0,0.0,3,1,2,4,2,1,3,4,8,3,3,3,3,3,3,2,2,2,2,3.0,3,3,4,4,5,5,4,5,5,5,4,4,4,3.0,5,80.0,40.0,283.596,26.069,2.645,226.62,869.304,22.991,4.012,588.811,52462.5,95.0,0.0,1,100.0
1.194,2,서울,C26421,1993,4,4,5,6,1,1,3,3,6,3,1.0,1,10,2,104.0,0.0,15.0,4.0,10.0,0.0,75.0,104,35.0,27.0,10.0,0.0,6,2,80.0,20.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,1.0,0,600,0.0,145,745,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,2,1,10.0,0.0,1,4,2,4,2,1,1,4,1,3,4,4,3,4,2,2,3,4,2,6.0,4,5,4,3,4,3,4,5,2,3,2,3,4,3.0,3,28.0,104.0,53.403,65.188,3.292,207.927,318.965,10.499,5.138,1059.877,32132.692,0.0,0.0,2,100.0
9.146,2,강원,C26421,2006,3,1,5,6,1,1,2,5,6,3,1.0,3,10,2,15.0,0.0,2.0,9.0,1.0,3.0,0.0,15,36.0,10.0,54.0,0.0,3,6,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,50,50,0.0,0,100,2,2,0,0,0,0,2,0,0,0,0,0,0,2,3,3,2,4,1,1,0.2,0.0,1,7,2,4,2,1,3,4,6,4,5,4,4,3,3,3,2,4,4,7.0,2,2,4,2,3,2,2,2,4,3,3,4,3,2.0,2,0.0,15.0,73.067,57.781,3.744,31.229,54.047,2.023,2.912,875.0,8013.333,0.0,0.0,2,100.0
1.194,2,경기,C26421,2000,3,1,5,5,1,1,2,3,5,3,1.0,3,0,2,138.0,0.0,21.0,89.0,8.0,15.0,5.0,138,11.0,47.0,0.0,0.0,2,3,56.0,14.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0,570,0.0,0,570,2,1,0,0,1,0,2,0,0,0,0,0,0,2,2,2,1,4,2,1,3.0,0.0,3,4,2,4,2,1,1,4,5,4,4,3,3,4,3,4,4,4,3,6.0,3,4,4,3,4,3,3,2,3,4,4,3,3,2.0,3,42.0,138.0,107.593,48.171,11.937,83.45,173.236,20.679,12.815,5221.875,18897.826,30.0,0.0,1,100.0
2.086,2,서울,C26421,1993,4,4,5,6,1,1,2,3,6,3,1.0,1,10,2,100.0,0.0,14.0,0.0,9.0,27.0,49.0,99.0,35.0,27.0,10.0,0.0,6,2,80.0,20.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,2.0,0.0,776.0,0.0,0.0,776.0,2,30,0,0,2,2,34,0,0,0,0,0,0,2,3,2,1,4,2,1,10.0,0.0,3,4,2,4,2,1,3,4,2,4,4,5,4,3,3,2,3,3,2,7.0,4,4,4,2,3,4,3,4,3,3,2,2,4,4.0,4,28.0,100.0,38.327,72.293,6.164,220.866,305.517,18.832,8.985,2782.4,38709.0,0.0,0.0,2,100.0
3.481,2,경기,C26421,1990,4,1,1,5,2,1,2,3,6,3,1.0,3,4,2,43.0,0.0,6.0,28.0,2.0,7.0,0.0,43.0,20.0,30.0,7.0,3.0,3,1,6.0,69.0,25.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,1.0,102.0,1767.0,0.0,0.0,1869.0,2,25,0,0,0,0,25,0,0,0,0,0,0,2,4,3,1,4,2,1,3.0,0.0,4,3,2,4,2,1,3,4,9,4,4,3,3,4,4,3,4,3,2,7.0,4,5,4,3,4,5,3,3,2,3,3,2,3,2.0,3,40.0,43.0,57.868,63.344,-30.686,21.357,33.715,-10.346,-27.227,-722.047,31330.233,0.0,0.0,1,100.0
1.25,4,경기,C26421,1999,3,2,1,3,2,1,3,3,6,3,1.0,3,15,2,136.0,0.0,25.0,23.0,22.0,75.0,5.0,150.0,21.0,55.0,14.0,0.0,3,2,18.7,0.0,0.0,0.0,70.0,0.0,30.0,0.0,0.0,0.0,2.0,3706.0,2079.0,0.0,0.0,5785.0,2,10,0,0,0,0,10,0,0,0,0,0,0,2,2,2,1,4,2,1,5.0,0.0,3,5,2,4,2,1,3,2,6,3,4,4,3,4,4,3,3,2,3,3.0,3,4,3,2,3,4,3,3,2,2,2,3,2,3.0,2,10.0,136.0,102.685,49.338,-15.826,37.982,76.983,-12.184,-13.051,-836.087,21669.118,81.4,0.0,1,100.0
1.842,4,경기,C26421,1990,4,4,5,6,1,1,2,4,6,3,1.0,1,2,2,64.0,0.0,8.0,42.0,5.0,7.0,2.0,64,32.0,27.2,4.8,0.0,3,1,70.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0,150,0.0,100,250,2,2,1,0,2,0,5,0,0,0,0,0,0,3,2,2,1,4,1,1,10.0,0.0,5,7,2,4,2,1,5,6,2,3,4,4,3,5,3,3,2,3,3,1.0,5,4,5,3,3,4,3,3,2,2,2,4,3,3.0,3,36.0,64.0,259.189,27.84,0.197,123.928,445.135,0.878,1.305,156.364,10293.75,0.0,10.0,1,100.0
8.674,2,강원,C26421,2006,3,1,5,6,1,1,2,5,6,3,1.0,3,10,2,13.0,0.0,2.0,9.0,1.0,2.0,0.0,14.0,36.0,10.0,44.0,0.0,3,6,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,337.0,46.0,0.0,0.0,383.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,4,1,1,0.2,0.0,1,7,2,4,2,1,1,3,8,4,3,3,2,3,3,4,3,3,3,7.0,4,4,5,3,4,4,3,2,2,3,4,3,3,2.0,3,10.0,13.0,144.618,40.88,0.555,45.982,112.48,0.624,0.208,5.556,11092.308,0.0,0.0,2,100.0
20.903,4,대전,C26421,2009,3,2,5,5,2,1,4,1,1,3,1.0,3,2,2,8.0,0.0,2.0,1.0,0.0,6.0,0.0,9.0,0.0,25.0,50.0,25.0,3,5,26.0,21.0,0.0,23.0,10.0,0.0,50.0,0.0,40.0,0.0,2.0,5.0,72.0,0.0,0.0,77.0,2,6,0,0,0,0,6,3,0,0,0,1,4,2,3,2,1,4,2,3,5.0,0.0,4,5,2,4,2,1,3,1,4,3,4,3,4,3,3,3,3,3,3,7.0,4,4,4,4,4,5,4,3,3,3,2,3,4,3.0,3,0.0,8.0,60.354,62.362,16.014,38.812,62.237,9.967,5.16,362.5,7025.0,5.0,25.0,1,100.0
1.139,2,경기,C26421,2004,4,1,1,6,1,1,2,3,6,3,1.0,3,0,2,260.0,0.0,25.0,80.0,35.0,120.0,0.0,260.0,9.0,56.0,5.0,0.0,3,6,31.0,8.0,0.0,27.0,0.0,0.0,5.0,0.0,0.0,95.0,2.0,788.0,4339.0,0.0,0.0,5127.0,2,37,1,0,0,0,38,0,0,0,0,0,0,2,3,2,1,4,2,3,0.1,40.0,1,5,2,4,2,1,3,5,8,3,4,4,4,4,3,4,3,3,3,7.0,3,3,4,4,4,4,3,3,2,3,2,2,3,4.0,3,30.0,260.0,58.46,63.107,5.01,70.967,112.454,5.634,9.568,2293.949,28954.615,34.0,0.0,1,100.0
16.649,2,경기,C26421,2010,3,2,5,7,1,1,3,2,7,3,1.0,2,10,1,9.0,0.0,3.0,2.0,2.0,2.0,0.0,9,11.0,45.0,11.0,0.0,3,5,65.0,10.0,0.0,25.0,0.0,0.0,5.0,0.0,0.0,95.0,1.0,0,100,0.0,200,300,2,1,1,1,0,0,3,7,0,0,0,0,7,2,2,2,1,5,1,3,5.0,30.0,6,5,1,4,2,1,3,4,13,2,4,4,3,5,3,3,3,3,3,1.0,4,4,5,3,4,4,3,3,3,3,3,4,4,2.0,2,33.0,9.0,257.368,27.982,5.299,90.133,322.105,17.068,3.151,275.51,47600.0,0.0,0.0,1,100.0
2.379,2,서울,C26421,1993,4,1,5,6,1,1,2,3,6,3,1.0,1,10,2,99.0,0.0,20.0,44.0,10.0,10.0,15.0,99.0,21.0,28.0,12.0,0.0,3,6,80.0,20.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,0.0,2.0,100.0,573.0,0.0,0.0,673.0,2,28,0,0,1,2,31,0,0,0,0,0,0,2,3,2,1,4,2,1,10.0,0.0,3,2,2,4,2,1,2,3,2,4,4,3,3,4,3,4,3,3,3,7.0,4,4,3,3,4,5,3,3,2,3,3,2,3,3.0,3,39.0,99.0,19.632,83.589,6.73,211.403,252.907,17.021,9.369,4312.346,37657.576,0.0,0.0,2,100.0
9.146,2,부산,C26421,2004,3,2,5,6,2,2,4,4,10,3,1.0,3,0,2,25.0,0.0,2.0,13.0,2.0,3.0,5.0,25,20.0,25.0,5.0,0.0,3,5,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,150,0.0,150,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,2,1,2.0,0.0,2,5,2,4,2,1,3,4,3,4,4,4,3,4,3,3,3,2,3,6.0,3,4,4,4,3,4,3,3,2,3,2,2,3,4.0,3,50.0,25.0,351.641,22.141,1.635,48.082,217.16,3.55,5.598,145.806,16148.0,0.0,0.0,2,100.0
8.4,4,강원,C26421,2009,3,3,5,6,1,1,3,3,6,3,1.0,1,11,2,13.0,0.0,4.0,0.0,0.0,9.0,0.0,13.0,15.0,70.0,15.0,0.0,3,6,87.3,7.7,0.0,5.0,60.0,0.0,40.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,200.0,205.0,2,5,0,0,1,0,6,0,0,0,0,0,0,2,3,2,1,4,2,1,10.0,0.0,5,7,2,4,2,1,1,4,3,4,3,4,4,4,4,3,3,4,2,7.0,3,4,5,4,5,5,4,3,3,3,3,3,3,3.0,3,0.0,13.0,227.742,30.512,1.135,216.732,710.323,8.065,2.361,325.0,16938.462,0.0,0.0,2,100.0
22.323,2,경기,C26421,2003,4,2,5,5,1,1,2,1,5,3,1.0,1,5,2,6.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,25.0,50.0,0.0,0.0,3,1,51.0,0.0,0.0,28.0,80.0,0.0,10.0,0.0,0.0,10.0,2.0,0.0,65.0,0.0,0.0,65.0,2,14,1,0,0,0,15,1,0,0,0,0,1,2,3,2,1,4,2,1,5.0,0.01,5,7,2,4,2,1,2,3,3,4,4,3,3,4,4,3,3,4,4,7.0,3,4,3,2,3,4,3,2,4,2,3,3,4,3.0,2,25.0,6.0,-1851.453,-5.71,-41.789,32.846,-575.291,240.407,-39.464,-355.0,32983.333,21.0,0.0,1,100.0
3.481,4,서울,C26421,1995,3,1,5,5,1,1,3,3,5,3,1.0,3,12,2,38.0,0.0,10.0,8.0,10.0,10.0,0.0,38.0,14.0,50.0,10.0,0.0,1,3,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,2.0,47.0,682.0,0.0,0.0,729.0,2,6,0,0,1,0,7,0,0,0,0,0,0,2,4,3,1,3,1,1,5.0,1.0,2,7,2,4,2,1,3,4,4,4,4,4,4,5,5,3,3,3,3,6.0,3,4,4,3,2,2,2,2,2,2,2,2,3,3.0,3,26.0,38.0,9.604,91.238,1.866,97.337,106.684,1.99,1.104,3550.0,16926.316,10.0,5.0,1,100.0
16.649,4,경북,C26421,2006,3,1,5,10,2,1,2,5,6,3,1.0,1,5,2,9.0,0.0,2.0,5.0,1.0,1.0,0.0,9,35.0,60.0,0.0,0.0,1,5,60.0,40.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0,0,0.0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,2,3,2,1,4,1,1,0.01,0.0,8,3,2,4,2,1,3,6,8,4,4,3,3,3,4,3,3,2,3,1.0,3,3,3,2,4,3,3,4,3,3,3,3,4,3.0,3,5.0,9.0,49.564,66.861,8.388,138.9,207.744,17.425,8.295,8900.0,23844.444,0.0,0.0,2,100.0
2.379,2,경기,C26421,2003,4,2,3,6,1,2,3,3,6,3,1.0,1,5,1,68.0,0.0,11.0,44.0,1.0,12.0,0.0,68.0,20.0,60.0,0.0,0.0,3,7,40.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,524.0,0.0,0.0,524.0,2,25,2,3,0,0,30,0,0,0,0,0,0,2,3,3,1,4,1,3,10.0,0.0,3,4,2,4,2,1,5,6,1,4,3,4,4,4,3,3,4,3,3,3.0,4,4,4,3,4,5,3,3,2,3,3,3,4,2.0,3,20.0,68.0,197.703,33.591,5.483,106.375,316.68,17.364,4.153,139.017,17030.882,35.0,15.0,2,100.0
3.667,2,인천,C26421,2012,2,1,5,6,2,2,3,5,6,3,1.0,1,0,2,41.0,1.0,4.0,33.0,2.0,0.0,3.0,42,48.0,30.0,0.0,0.0,1,5,24.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,200,12,0.0,100,312,2,5,0,0,0,0,5,0,0,0,0,0,0,1,3,3,4,3,2,3,0.01,0.0,3,4,2,4,2,1,1,6,8,4,3,3,3,3,3,4,4,3,2,6.0,2,2,2,2,3,3,3,3,3,3,3,3,3,3.0,3,22.0,42.0,390.216,20.399,1.901,476.894,2337.811,44.444,1.851,2610.0,33564.286,26.0,0.0,2,100.0
16.649,2,인천,C26421,1996,3,2,5,6,1,1,2,3,6,3,1.0,3,2,2,8.0,0.0,2.0,4.0,1.0,1.0,0.0,8,0.0,80.0,0.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,95.0,0.0,2.0,0,100,0.0,0,100,2,4,0,0,1,0,5,2,0,0,0,0,2,3,3,3,2,4,1,3,10.0,0.0,4,3,2,4,2,2,1,4,8,3,4,3,4,4,3,2,2,2,2,1.0,4,4,4,3,5,3,4,4,4,2,4,4,4,4.0,4,20.0,8.0,134.63,42.62,6.438,53.234,124.903,8.042,9.034,235.135,12037.5,0.8,99.2,1,100.0
9.146,2,서울,C26421,2011,3,1,5,6,1,1,2,3,6,3,1.0,3,4,1,17.0,0.0,2.0,7.0,3.0,5.0,0.0,17,8.0,35.0,7.0,0.0,3,5,93.0,5.0,0.0,0.0,0.0,20.0,40.0,0.0,40.0,0.0,1.0,0,294,0.0,0,294,2,4,0,0,0,0,4,1,0,0,0,0,1,3,3,2,1,4,1,1,5.0,0.0,2,4,2,4,2,1,3,1,13,3,3,3,3,3,3,2,4,4,4,7.0,4,4,4,4,4,4,4,4,4,4,3,3,3,3.0,3,50.0,17.0,85.88,53.798,7.671,153.278,284.913,21.857,8.147,1333.333,8664.706,0.0,2.0,1,100.0
1.139,4,경기,C26421,1999,3,2,1,3,2,1,3,3,6,3,1.0,3,15,2,150.0,0.0,26.0,67.0,7.0,50.0,0.0,150.0,21.0,56.0,14.0,0.0,5,3,18.7,0.0,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,1.0,1000.0,4737.0,0.0,0.0,5737.0,2,8,0,0,0,0,8,0,0,0,0,0,0,2,2,2,1,4,2,1,5.0,0.0,3,2,2,4,2,1,2,3,8,4,4,4,3,4,3,3,3,3,3,3.0,3,4,3,3,3,4,3,3,2,2,3,3,2,3.0,3,9.0,150.0,90.174,52.584,3.699,40.111,76.281,2.822,3.473,1182.292,21788.0,81.3,0.0,1,100.0
16.649,2,광주,C26421,2008,3,1,5,6,1,2,3,5,6,3,1.0,1,2,2,9.0,0.0,1.0,6.0,1.0,1.0,0.0,9,30.0,20.0,0.0,0.0,3,5,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0,31,0.0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,4,2,1,0.01,0.0,4,1,2,4,2,1,3,4,1,4,4,3,3,4,3,2,3,3,3,5.0,5,5,4,3,4,5,4,4,3,4,3,3,3,3.0,3,50.0,9.0,23.35,81.07,29.633,124.083,153.056,45.355,6.23,1560.0,13911.111,0.0,0.0,2,100.0
3.667,2,서울,C26421,2006,4,1,5,6,1,1,4,5,6,3,1.0,3,20,1,36.0,1.0,5.0,24.0,2.0,3.0,3.0,37,19.0,12.0,0.0,0.0,1,3,80.0,19.0,0.0,1.0,0.0,10.0,30.0,20.0,0.0,40.0,1.0,0,800,0.0,0,800,2,11,0,0,0,0,11,0,0,0,0,0,0,2,3,3,1,4,2,3,0.01,0.01,8,5,2,4,2,1,3,4,8,3,3,4,4,3,3,2,2,3,3,7.0,3,3,3,3,3,4,3,4,3,3,3,3,3,3.0,3,69.0,37.0,120.614,45.328,1.521,77.354,170.653,2.596,2.213,128.0,11724.324,0.0,0.0,2,100.0
2.379,4,경기,C26421,2001,4,2,5,3,2,1,4,3,6,3,1.0,3,0,2,99.0,0.0,25.0,40.0,6.0,26.0,2.0,99.0,8.0,34.0,6.0,0.0,3,1,0.0,10.0,0.0,18.0,63.0,0.0,0.0,0.0,32.0,5.0,2.0,205.0,2136.0,0.0,0.0,2341.0,2,11,1,0,1,0,13,0,0,0,0,0,0,2,3,2,1,4,1,1,5.0,0.02,3,5,2,4,2,1,2,1,1,3,4,4,4,3,4,3,3,4,4,6.0,4,3,4,3,4,4,2,3,2,2,2,3,4,3.0,2,52.0,99.0,190.358,34.44,1.817,111.361,323.347,5.876,2.413,231.034,25237.374,72.0,0.0,1,100.0
22.323,2,부산,C26421,2010,3,2,5,6,1,1,3,4,6,3,1.0,3,0,2,9.0,0.0,1.0,6.0,0.0,2.0,0.0,9.0,20.0,50.0,0.0,0.0,1,3,100.0,0.0,0.0,0.0,0.0,45.0,50.0,0.0,0.0,5.0,2.0,0.0,23.0,0.0,0.0,23.0,2,3,0,0,0,0,3,2,0,0,0,0,2,2,4,3,1,4,2,1,2.0,0.01,2,1,2,4,2,1,3,5,6,4,4,4,3,4,4,3,3,3,3,7.0,3,4,2,3,4,5,3,3,2,3,4,3,3,2.0,3,30.0,9.0,871.681,10.291,8.321,60.2,584.956,48.673,10.893,211.765,7344.444,0.0,0.0,1,100.0
1.842,2,경기,C26421,1983,4,2,5,6,2,1,3,3,5,3,1.0,1,10,2,83.0,0.0,15.0,44.0,7.0,12.0,5.0,83,37.0,44.0,13.0,6.0,3,6,50.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,95.0,2.0,0,16,0.0,0,16,2,2,2,0,2,0,6,1,0,0,0,0,1,3,5,2,1,5,1,1,5.0,5.0,1,2,2,4,2,1,3,2,1,4,3,4,3,2,3,4,4,3,4,1.0,4,4,3,4,3,2,4,3,2,3,4,3,4,2.0,2,0.0,83.0,220.716,31.18,3.324,108.86,349.132,11.605,6.735,440.65,19391.566,0.0,20.0,1,100.0
1.139,2,서울,C26421,1997,4,2,5,6,2,1,3,3,9,3,1.0,3,8,2,170.0,0.0,25.0,85.0,12.0,48.0,0.0,170.0,15.0,40.0,0.0,0.0,5,3,0.0,90.0,0.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,10.0,480.0,0.0,0.0,490.0,2,23,2,0,0,0,25,0,0,0,0,0,0,2,2,2,1,4,2,1,6.0,0.0,2,1,2,4,2,1,3,1,4,3,4,4,4,3,4,3,3,3,3,7.0,4,3,4,4,4,5,2,3,3,2,3,4,3,3.0,2,45.0,170.0,234.86,29.863,-53.521,8.363,28.006,-14.989,-42.789,-143.575,3809.412,5.0,0.0,2,100.0
16.649,2,서울,C26421,2001,5,1,5,6,1,1,2,4,6,3,1.0,3,7,2,8.0,0.0,2.0,4.0,0.0,2.0,0.0,8,38.0,62.0,0.0,0.0,5,3,66.0,0.0,0.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0,70,0.0,0,70,2,1,1,0,0,0,2,0,0,0,0,0,0,2,3,2,1,4,2,3,0.01,0.0,5,7,2,4,2,1,3,6,13,3,4,3,4,4,4,3,3,2,3,7.0,4,4,4,3,4,4,4,4,3,4,3,3,3,3.0,3,0.0,8.0,48.296,67.433,4.654,69.81,103.525,4.818,5.902,400.0,11012.5,0.0,19.0,1,100.0
16.649,2,충북,C26421,2006,4,1,5,6,1,1,3,4,6,3,1.0,1,10,2,8.0,0.0,2.0,3.0,1.0,2.0,0.0,8,25.0,50.0,0.0,0.0,1,5,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0,30,0.0,0,30,2,2,0,0,0,0,2,0,0,0,0,0,0,2,4,3,1,4,1,1,1.0,0.0,1,4,2,4,2,1,4,5,6,4,5,4,4,3,4,4,3,4,4,5.0,4,3,4,4,3,2,2,3,3,2,3,2,4,3.0,3,25.0,8.0,25.714,79.545,15.799,79.339,99.74,15.758,20.833,1600.0,43200.0,0.0,0.0,2,100.0
8.4,2,경기,C26421,2004,3,2,5,6,1,1,2,3,6,3,1.0,1,3,2,22.0,0.0,3.0,10.0,0.0,7.0,2.0,22.0,30.0,30.0,15.0,0.0,1,3,60.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,2.0,0.0,660.0,0.0,0.0,660.0,2,10,2,0,0,0,12,0,0,0,0,0,0,2,5,5,1,3,2,1,0.01,0.01,2,4,2,4,2,1,1,2,1,4,4,3,3,3,4,2,2,4,3,7.0,3,4,3,4,3,5,3,3,3,3,3,3,3,3.0,3,25.0,22.0,515.256,16.253,4.908,60.283,370.897,18.205,8.365,190.551,13150.0,0.0,40.0,1,100.0
